,dissimilarity,correlation,homogeneity,contrast,ASM,energy,label
126,6.886786995256282,0.556088151407815,0.2083526126142373,141.12015503875978,0.00213587891715461,0.04621557007280782,DagingBabi
127,13.31806080986408,0.6218388048487591,0.12811697034192152,512.9216757741344,0.0004520187568237783,0.021260732744281845,DagingBabi
128,11.47892271662763,0.23958886882055952,0.10219031439602366,263.3829039812645,0.0008656655688343592,0.029422195173616113,DagingBabi
129,11.368654311039478,0.5148760828654106,0.1292764575872548,402.03142626913757,0.000678271954527066,0.026043654784362852,DagingKuda
130,14.050629447181176,0.38413297567547494,0.09883941981763901,480.26245210727984,0.0006277844735463223,0.025055627582368043,DagingKuda
131,22.12319624819626,0.3498612520569492,0.056867762453860396,896.4496753246755,0.0002559707308083933,0.015999085311616826,DagingKuda
132,10.886431784107948,0.8071903325797173,0.09624322006028484,206.6208145927037,0.00041542041323166525,0.020381864812417563,DagingKuda
133,19.3295033358043,0.20207305183400512,0.07140196147636879,948.9403261675316,0.00040098821244740485,0.020024690071194732,DagingKuda
134,18.59616666666666,0.16887105606225533,0.07139915581072706,883.0754999999996,0.000410930555555555,0.020271422139444363,DagingKuda
135,8.559666666666667,0.6757687974825951,0.12359648377852316,172.30433333333332,0.0007214444444444439,0.026859717877231026,DagingKuda
136,14.803564433999211,0.7350603481483444,0.09188139514509533,512.0487661574616,0.00034526556393413776,0.018581322986648118,DagingKuda
137,10.0989010989011,0.8194020557049536,0.09985536365439025,171.32703296703295,0.0004567081270377974,0.021370730615442174,DagingKuda
138,6.246258945998697,0.7398881252592866,0.2003922832873082,110.32303188028625,0.0017080841308025965,0.041328974470734164,DagingKuda
139,9.361998466649624,0.9042581617556696,0.1473976181420904,222.2268080756452,0.0004452760523758206,0.021101565164125164,DagingKuda
140,22.859662195727772,0.6185617566843599,0.053291049584583014,945.681818181818,0.0002583492939213542,0.016073247771416773,DagingKuda
141,8.554743339831063,0.8277190497368476,0.11958570875534444,134.40789473684214,0.0006087923645177728,0.02467371809269476,DagingKuda
142,7.7815238095238115,0.8341981067245067,0.14290011981517345,131.46876190476195,0.0008408526077097508,0.02899745864226296,DagingKuda
143,7.108954922175056,0.9430227825285997,0.1500135357981989,90.6692945219325,0.00043559568499063625,0.0208709291836908,DagingKuda
144,4.770404777704049,0.9559039326413246,0.19697073715105184,38.49325370493255,0.0007584493749119659,0.02753995960258413,DagingKuda
145,8.960201429499676,0.48196086282230405,0.14305248058729858,192.8130279402209,0.0011987570513413224,0.03462307108477413,DagingKuda
146,9.224630290668028,0.7172275483016229,0.12679929871572931,174.33766785653583,0.0006782024247603035,0.026042319880538744,DagingKuda
147,13.884199134199127,0.3770064177637908,0.07653210307449475,333.23629148629135,0.000506377941442876,0.022502842963565205,DagingKuda
148,8.333009880028234,0.5644542759572336,0.1471295260834772,156.64299576570224,0.0012236226392494808,0.034980317883768305,DagingKuda
149,10.401948590381428,0.8068078509138316,0.1195134939240837,220.76637645107803,0.0007760955105621701,0.02785849081630536,DagingKuda
